property_id,largest_property_use_type_1,year_built,number_of_buildings,occupancy,national_median_energy_star,national_median_site_eui,national_median_source_eui,net_emissions_metric_tons,national_median_total_ghg,egrid_output_emissions_rate,multifamily_housing_gross,multifamily_housing_total,multifamily_housing_percent,multifamily_housing_percent_1,property_gfa_self_reported,property_gfa_calculated,number_of_active_energy_meters,number_of_active_it_meters,latitude,longitude,community_board,council_district,census_tract
2670566.0,326902.0,1990.0,1.0,100.0,50.0,82.1,142.6,1971.0,2053.9,73.8,326902.0,204.0,30.0,90.0,363095.0,382421.0,5.0,0.0,40.767503,-73.955314,108.0,5.0,124.0
2670571.0,83200.0,2006.0,1.0,100.0,50.0,60.2,107.4,376.7,309.6,73.8,83200.0,26.0,90.0,90.0,83200.0,83200.0,5.0,0.0,40.726165,-73.993127,102.0,1.0,5502.0
2670573.0,159384.0,1986.0,1.0,100.0,50.0,83.4,141.7,1529.0,1579.0,73.8,159384.0,125.0,50.0,90.0,257000.0,257000.0,7.0,0.0,40.751512,-73.981864,105.0,4.0,82.0
2670574.0,70000.0,1924.0,1.0,100.0,50.0,53.5,118.1,308.4,266.0,73.8,70000.0,23.0,80.0,80.0,70000.0,70000.0,5.0,0.0,40.738274,-73.985782,106.0,2.0,68.0
2670584.0,143400.0,1915.0,1.0,100.0,50.0,59.2,91.2,571.4,523.0,73.8,143400.0,43.0,90.0,100.0,150000.0,150000.0,8.0,0.0,40.772209,-73.966871,108.0,4.0,130.0
2670604.0,78000.0,1938.0,1.0,100.0,50.0,60.8,108.0,329.3,334.7,73.8,78000.0,31.0,90.0,100.0,80000.0,80000.0,7.0,0.0,40.775466,-73.96483,108.0,4.0,130.0
2670605.0,66000.0,1924.0,1.0,100.0,50.0,65.7,118.1,177.4,289.8,73.8,66000.0,18.0,90.0,100.0,70000.0,70000.0,6.0,0.0,40.768393,-73.963371,108.0,4.0,120.0
2670608.0,53800.0,1930.0,1.0,100.0,50.0,77.4,118.1,296.6,288.6,73.8,53800.0,15.0,90.0,100.0,55000.0,55000.0,6.0,0.0,40.77661,-73.962782,108.0,4.0,142.0
2670611.0,106700.0,1961.0,1.0,100.0,50.0,70.5,111.7,688.2,527.0,73.8,106700.0,47.0,90.0,100.0,110000.0,110000.0,4.0,0.0,40.783553,-73.958936,108.0,4.0,15002.0
2670629.0,58000.0,1925.0,1.0,100.0,50.0,88.1,118.1,22.8,313.9,73.8,58000.0,15.0,90.0,100.0,63000.0,63000.0,2.0,0.0,40.774811,-73.958523,108.0,5.0,140.0
2670633.0,181500.0,1925.0,1.0,100.0,50.0,87.2,137.8,665.8,970.8,73.8,181500.0,43.0,90.0,100.0,187500.0,187500.0,6.0,0.0,40.784438,-73.954075,108.0,4.0,15801.0
2670645.0,243473.0,1990.0,1.0,100.0,50.0,64.0,121.3,1230.8,1112.6,73.8,243473.0,174.0,100.0,10.0,275473.0,275473.0,4.0,0.0,40.757835,-73.967792,106.0,4.0,98.0
2670655.0,165000.0,1912.0,1.0,100.0,50.0,73.4,118.1,578.7,723.3,73.8,165000.0,17.0,90.0,90.0,165000.0,165000.0,6.0,0.0,40.778246,-73.962359,108.0,4.0,142.0
2670664.0,134640.0,1962.0,1.0,100.0,50.0,77.5,122.8,888.0,729.0,73.8,134640.0,110.0,100.0,100.0,138500.0,165000.0,5.0,0.0,40.754178,-73.964942,106.0,4.0,8603.0
2670666.0,99617.0,1928.0,1.0,100.0,50.0,72.9,115.9,343.3,491.9,73.8,99617.0,42.0,0.0,90.0,99617.0,99617.0,6.0,0.0,40.757809,-73.961713,106.0,5.0,10601.0
2670667.0,117234.0,1922.0,1.0,100.0,50.0,81.0,132.8,559.7,648.5,73.8,117234.0,26.0,80.0,80.0,117234.0,117234.0,6.0,0.0,40.772906,-73.966246,108.0,4.0,130.0
2670669.0,98881.0,1917.0,1.0,100.0,50.0,66.6,118.1,355.4,405.9,73.8,98881.0,13.0,90.0,90.0,98881.0,98881.0,7.0,0.0,40.773526,-73.966242,108.0,4.0,130.0
2670676.0,92844.0,1959.0,1.0,100.0,50.0,78.5,110.6,320.9,432.0,73.8,92844.0,45.0,10.0,90.0,95944.0,95944.0,4.0,0.0,40.771583,-73.964936,108.0,4.0,130.0
2670681.0,102410.0,1929.0,1.0,100.0,50.0,65.0,97.9,535.7,409.6,73.8,102410.0,60.0,20.0,90.0,107240.0,107240.0,7.0,0.0,40.773309,-73.96495,108.0,4.0,130.0
2670682.0,134701.0,1925.0,1.0,100.0,50.0,75.5,118.1,269.9,611.0,73.8,134701.0,15.0,80.0,80.0,136751.0,136751.0,7.0,0.0,40.786451,-73.956814,108.0,4.0,16001.0
2670685.0,191600.0,1929.0,1.0,100.0,50.0,74.6,101.6,841.9,1057.6,73.8,191600.0,125.0,10.0,70.0,192500.0,192500.0,10.0,0.0,40.779967,-73.984373,107.0,6.0,159.0
2670691.0,231800.0,1926.0,1.0,100.0,50.0,60.4,118.2,1314.2,1054.3,73.8,231800.0,93.0,90.0,90.0,253800.0,253800.0,7.0,0.0,40.774832,-73.956454,108.0,5.0,138.0
2670695.0,173500.0,1928.0,1.0,100.0,50.0,75.8,126.0,1022.4,946.1,73.8,173500.0,41.0,90.0,100.0,182600.0,182600.0,6.0,0.0,40.770553,-73.964897,108.0,4.0,130.0
2670697.0,210000.0,1931.0,1.0,100.0,50.0,66.4,118.8,865.8,958.5,73.8,210000.0,25.0,90.0,100.0,210000.0,210000.0,8.0,0.0,40.767632,-73.970549,108.0,4.0,122.0
2670704.0,334854.0,1931.0,1.0,100.0,50.0,83.9,111.7,1314.4,2096.4,73.8,334854.0,251.0,10.0,90.0,340854.0,340854.0,9.0,0.0,40.765998,-73.959636,108.0,5.0,118.0
2670710.0,85886.0,1928.0,1.0,100.0,50.0,92.9,149.8,491.9,557.7,73.8,85886.0,20.0,90.0,100.0,88182.0,88182.0,5.0,0.0,40.770783,-73.963038,108.0,4.0,128.0
2670717.0,48338.0,1917.0,1.0,100.0,50.0,83.2,120.2,253.9,296.7,73.8,48338.0,21.0,90.0,100.0,78500.0,48338.0,6.0,0.0,40.772145,-73.962228,108.0,4.0,128.0
2670724.0,101929.0,1920.0,1.0,100.0,50.0,66.7,118.1,595.4,418.8,73.8,101929.0,12.0,90.0,100.0,101929.0,101929.0,6.0,0.0,40.768502,-73.969505,108.0,4.0,122.0
2670727.0,292032.0,1930.0,1.0,100.0,50.0,68.8,125.6,1509.0,1411.5,73.8,292032.0,36.0,90.0,100.0,296032.0,296032.0,4.0,0.0,40.770625,-73.964186,108.0,4.0,130.0
2670730.0,64000.0,1929.0,1.0,100.0,50.0,76.0,118.9,343.1,288.0,73.8,64000.0,24.0,90.0,100.0,64000.0,64000.0,6.0,0.0,40.77513,-73.95932,108.0,4.0,140.0
2670735.0,48815.0,1926.0,1.0,100.0,50.0,70.0,118.1,310.8,250.0,73.8,48815.0,13.0,30.0,90.0,52115.0,52115.0,6.0,0.0,40.777472,-73.963002,108.0,4.0,142.0
2670739.0,107949.0,1908.0,1.0,100.0,50.0,71.7,117.7,400.7,489.8,73.8,107949.0,33.0,90.0,100.0,113599.0,113599.0,8.0,0.0,40.776524,-73.959854,108.0,4.0,140.0
2670742.0,124864.0,1929.0,1.0,100.0,50.0,91.7,134.7,472.6,697.1,73.8,124864.0,28.0,90.0,100.0,130864.0,130864.0,7.0,0.0,40.779414,-73.957249,108.0,4.0,14801.0
2670757.0,174445.0,1940.0,1.0,100.0,50.0,77.2,110.3,636.0,792.6,73.8,174445.0,84.0,90.0,100.0,178245.0,178245.0,6.0,0.0,40.783771,-73.954592,108.0,4.0,16001.0
2670762.0,152350.0,1962.0,1.0,100.0,50.0,79.5,117.0,686.0,703.8,73.8,152350.0,139.0,90.0,100.0,152350.0,164350.0,5.0,0.0,40.779132,-73.952605,108.0,5.0,14602.0
2670781.0,158445.0,1912.0,1.0,100.0,50.0,80.6,123.3,669.5,750.7,73.8,158445.0,50.0,90.0,90.0,114300.0,158445.0,5.0,0.0,40.774711,-73.96118,108.0,4.0,140.0
2670795.0,155690.0,1924.0,1.0,100.0,50.0,64.9,103.7,980.4,709.2,73.8,155690.0,50.0,70.0,90.0,160690.0,160690.0,8.0,0.0,40.767902,-73.965848,108.0,4.0,120.0
2670804.0,126781.0,1963.0,1.0,100.0,50.0,65.5,129.9,491.0,612.6,73.8,126781.0,54.0,90.0,90.0,134035.0,137375.0,7.0,0.0,40.779384,-73.959426,108.0,4.0,142.0
2670811.0,217175.0,1931.0,1.0,100.0,50.0,65.7,106.5,1014.9,971.5,73.8,217175.0,39.0,10.0,100.0,217175.0,223175.0,6.0,0.0,40.752872,-73.96513,106.0,4.0,8603.0
2670812.0,80000.0,1954.0,1.0,100.0,50.0,73.3,100.1,341.5,333.3,73.8,80000.0,59.0,10.0,90.0,80000.0,80000.0,5.0,0.0,40.766887,-73.965672,108.0,4.0,120.0
2670824.0,133265.0,1927.0,1.0,100.0,50.0,100.6,135.7,698.9,1021.2,73.8,133265.0,49.0,10.0,100.0,137398.0,137398.0,6.0,0.0,40.782841,-73.955838,108.0,4.0,15002.0
2670825.0,198362.0,1927.0,1.0,100.0,50.0,61.0,94.2,845.5,915.8,73.8,198362.0,55.0,10.0,10.0,203706.0,203706.0,7.0,0.0,40.778415,-73.958477,108.0,4.0,140.0
2670827.0,231700.0,1961.0,1.0,100.0,50.0,86.4,125.6,1233.8,1460.8,73.8,231700.0,156.0,90.0,100.0,233500.0,248500.0,5.0,0.0,40.785338,-73.953424,108.0,4.0,15801.0
2787168.0,429933.0,1987.0,1.0,100.0,50.0,70.5,109.4,2554.9,2386.9,73.8,429933.0,306.0,100.0,100.0,459259.0,490000.0,9.0,0.0,40.786199,-73.97751,107.0,6.0,171.0
2787188.0,118237.0,1964.0,1.0,100.0,50.0,87.5,129.6,493.6,627.6,73.8,118237.0,54.0,100.0,100.0,123237.0,123237.0,5.0,0.0,40.779685,-73.95757,108.0,4.0,15001.0
2787232.0,73045.0,1929.0,1.0,100.0,50.0,65.6,97.3,311.6,288.0,73.8,73045.0,23.0,90.0,100.0,75345.0,75345.0,5.0,0.0,40.776143,-73.960154,108.0,4.0,142.0
2790102.0,57077.0,2001.0,1.0,100.0,50.0,63.5,118.1,651.1,245.9,73.8,57077.0,15.0,100.0,90.0,61777.0,61777.0,5.0,0.0,40.734621,-74.009742,102.0,3.0,75.0
2798462.0,135000.0,1906.0,1.0,100.0,50.0,72.0,107.3,536.8,566.8,73.8,135000.0,38.0,90.0,100.0,135000.0,135000.0,8.0,0.0,40.766513,-73.964748,108.0,4.0,120.0
2805739.0,78574.0,1912.0,1.0,100.0,50.0,82.6,132.0,320.0,401.8,73.8,78574.0,24.0,90.0,100.0,81643.0,81643.0,5.0,0.0,40.778094,-73.960254,108.0,4.0,142.0
3500485.0,91361.0,1930.0,1.0,100.0,50.0,66.8,102.0,311.1,358.7,73.8,91361.0,52.0,100.0,100.0,91361.0,91361.0,7.0,0.0,40.780685,-73.958378,108.0,4.0,15002.0
3500557.0,37640.0,1927.0,1.0,100.0,50.0,66.9,118.1,193.3,173.5,73.8,37640.0,6.0,100.0,100.0,37640.0,37640.0,6.0,0.0,40.777618,-73.962846,108.0,4.0,142.0
4046583.0,114041.0,1917.0,1.0,100.0,50.0,52.5,86.9,425.3,360.8,73.8,114041.0,34.0,80.0,100.0,114041.0,114041.0,6.0,0.0,40.767071,-73.96678,108.0,4.0,122.0
4384851.0,364968.0,1960.0,1.0,100.0,50.0,74.4,124.8,1366.4,1643.2,73.8,364968.0,157.0,100.0,100.0,364968.0,388202.0,6.0,0.0,40.776501,-73.943646,108.0,5.0,14402.0
4407793.0,73495.0,1928.0,1.0,100.0,50.0,72.8,101.7,338.6,306.1,73.8,73495.0,31.0,20.0,100.0,73495.0,73495.0,6.0,0.0,40.779002,-73.958051,108.0,4.0,14801.0
4407794.0,210715.0,1930.0,1.0,100.0,50.0,67.1,98.3,708.4,820.4,73.8,210715.0,68.0,20.0,100.0,210715.0,210715.0,6.0,0.0,40.781925,-73.955915,108.0,4.0,14802.0
4407796.0,124820.0,1925.0,1.0,100.0,50.0,34.0,93.0,185.5,310.0,73.8,124820.0,29.0,0.0,100.0,124820.0,124820.0,6.0,0.0,40.772194,-73.963015,108.0,4.0,128.0
4407798.0,507774.0,1930.0,1.0,100.0,50.0,104.7,141.6,2712.4,3013.2,73.8,507774.0,138.0,20.0,100.0,507774.0,507774.0,14.0,0.0,40.777819,-73.974801,107.0,6.0,161.0
4407799.0,67694.0,1914.0,1.0,100.0,50.0,62.3,145.4,1604.1,310.1,73.8,67694.0,25.0,20.0,100.0,72890.0,72890.0,23.0,0.0,40.770264,-73.96185,108.0,4.0,128.0
4407800.0,72888.0,1927.0,1.0,100.0,50.0,60.8,118.1,375.9,303.2,73.8,72888.0,16.0,100.0,100.0,72888.0,72888.0,5.0,0.0,40.737679,-73.986234,106.0,2.0,50.0
4407801.0,197012.0,2003.0,1.0,100.0,50.0,57.7,104.7,753.2,714.1,73.8,197012.0,104.0,20.0,100.0,199216.0,199216.0,3.0,0.0,40.725635,-74.009142,102.0,3.0,37.0
4407802.0,87921.0,1951.0,1.0,100.0,50.0,91.3,130.7,339.0,483.5,73.8,87921.0,93.0,20.0,100.0,91921.0,91921.0,8.0,0.0,40.738634,-73.985367,106.0,2.0,68.0
4959168.0,294481.0,1958.0,1.0,100.0,50.0,81.7,118.4,1039.5,1391.7,73.8,294481.0,219.0,30.0,100.0,294481.0,294481.0,5.0,0.0,40.768454,-73.957519,108.0,5.0,126.0
4959187.0,330150.0,2008.0,1.0,75.0,50.0,65.6,115.3,2327.7,1482.0,73.8,330150.0,90.0,100.0,100.0,330150.0,330150.0,4.0,0.0,40.7515,-73.967885,106.0,4.0,90.0
4959192.0,167474.0,1925.0,1.0,100.0,50.0,48.6,100.0,1340.4,644.4,73.8,167474.0,64.0,20.0,100.0,188537.0,188537.0,5.0,0.0,40.766497,-73.967199,108.0,4.0,122.0
5051469.0,248545.0,1928.0,1.0,100.0,50.0,68.1,101.8,892.0,988.1,73.8,248545.0,73.0,10.0,100.0,248545.0,248545.0,7.0,0.0,40.780612,-73.961075,108.0,4.0,15001.0
5853032.0,75832.0,1925.0,1.0,100.0,50.0,66.8,113.9,288.5,346.6,73.8,75832.0,21.0,100.0,100.0,75832.0,75832.0,7.0,0.0,40.776135,-73.961663,108.0,4.0,142.0
5853055.0,204899.0,2013.0,1.0,100.0,50.0,52.4,102.3,939.3,685.0,73.8,204899.0,43.0,100.0,100.0,204899.0,204899.0,5.0,0.0,40.747053,-74.006626,104.0,3.0,99.0
6293279.0,147076.0,1900.0,1.0,95.0,50.0,73.7,124.3,704.4,701.9,73.8,147076.0,96.0,100.0,100.0,157076.0,157076.0,10.0,0.0,40.765713,-73.980473,105.0,4.0,137.0
6293303.0,27673.0,2015.0,1.0,100.0,50.0,49.8,118.1,124.5,112.2,73.8,27673.0,11.0,100.0,100.0,32803.0,32803.0,6.0,0.0,40.72678,-73.994393,102.0,1.0,5502.0
6293314.0,86422.0,1929.0,1.0,100.0,50.0,93.1,135.0,308.7,586.1,73.8,86422.0,29.0,100.0,100.0,86422.0,86422.0,6.0,0.0,40.76952,-73.960039,108.0,4.0,126.0
6293352.0,148800.0,1920.0,1.0,100.0,50.0,46.6,94.6,567.0,451.9,73.8,148800.0,42.0,100.0,100.0,150000.0,150000.0,7.0,0.0,40.739889,-74.004947,102.0,3.0,77.0
6389188.0,128119.0,1926.0,1.0,90.0,50.0,91.2,127.0,480.5,667.8,73.8,128119.0,48.0,100.0,100.0,128119.0,128119.0,3.0,0.0,40.789312,-73.966776,107.0,6.0,177.0
6790177.0,251882.0,2007.0,1.0,100.0,50.0,65.7,113.6,1662.4,1011.6,73.8,251882.0,105.0,100.0,100.0,251882.0,251882.0,9.0,0.0,40.780692,-73.948521,108.0,5.0,154.0
6801836.0,113068.0,1929.0,1.0,100.0,50.0,85.2,118.1,975.4,608.9,73.8,113068.0,18.0,100.0,100.0,113068.0,113068.0,7.0,0.0,40.772311,-73.966702,108.0,4.0,130.0
6808616.0,62881.0,1909.0,1.0,100.0,50.0,50.0,118.1,60.9,242.1,73.8,62881.0,16.0,0.0,90.0,70579.0,70579.0,10.0,0.0,40.744165,-73.989913,105.0,3.0,58.0
6810176.0,96306.0,1910.0,1.0,100.0,50.0,56.1,97.3,267.5,330.6,73.8,96306.0,35.0,100.0,100.0,96306.0,96306.0,18.0,0.0,40.72381,-74.009459,101.0,1.0,39.0
6811996.0,46041.0,2007.0,1.0,100.0,50.0,60.7,118.1,245.2,178.1,73.8,46041.0,12.0,100.0,100.0,46041.0,46041.0,4.0,0.0,40.737567,-74.008899,102.0,3.0,79.0
6812013.0,27978.0,2007.0,1.0,100.0,50.0,61.8,118.1,226.8,109.4,73.8,27978.0,5.0,100.0,100.0,27978.0,27978.0,5.0,0.0,40.737572,-74.00935,102.0,3.0,79.0
10867785.0,86590.0,1916.0,1.0,100.0,50.0,82.3,123.6,402.8,526.2,73.8,86590.0,22.0,100.0,100.0,86590.0,86590.0,7.0,0.0,40.776744,-73.959716,108.0,4.0,142.0
10868232.0,105145.0,1987.0,1.0,100.0,50.0,54.3,106.6,495.3,398.3,73.8,105145.0,50.0,100.0,100.0,105145.0,105145.0,7.0,0.0,40.776857,-73.961262,108.0,4.0,142.0
10868316.0,45681.0,1990.0,1.0,100.0,50.0,67.0,118.1,191.4,188.3,73.8,45681.0,9.0,100.0,100.0,45681.0,45681.0,5.0,0.0,40.734923,-74.007538,102.0,3.0,75.0
10868505.0,226518.0,1960.0,1.0,100.0,50.0,61.1,112.0,855.3,863.1,73.8,226518.0,137.0,100.0,100.0,226518.0,226518.0,7.0,0.0,40.771248,-73.950073,108.0,5.0,136.0
11910951.0,251892.0,2015.0,1.0,10.0,50.0,52.8,114.7,1267.5,942.4,73.8,251892.0,43.0,100.0,100.0,251892.0,251892.0,5.0,0.0,40.763943,-73.970041,108.0,4.0,11401.0
16103637.0,200533.0,2019.0,1.0,10.0,50.0,70.9,149.1,491.0,931.6,73.8,200533.0,48.0,100.0,100.0,200533.0,200533.0,2.0,0.0,40.780378,-73.953652,108.0,5.0,14802.0
16103641.0,171577.0,1882.0,1.0,95.0,50.0,92.5,136.4,752.5,922.6,73.8,171577.0,53.0,100.0,100.0,171577.0,171577.0,2.0,0.0,40.722882,-74.009625,101.0,1.0,39.0
21359861.0,702044.0,1992.0,1.0,100.0,50.0,44.3,85.9,5987.0,1978.6,73.8,702044.0,271.0,100.0,100.0,702044.0,702044.0,2.0,0.0,40.774296,-73.981254,107.0,6.0,153.0
5482451.0,60200.0,1928.0,1.0,95.0,50.0,104.4,136.6,276.5,353.0,73.8,60200.0,60.0,0.0,90.0,60200.0,60200.0,8.0,0.0,40.893933,-73.859036,212.0,11.0,420.0
6776781.0,61000.0,1925.0,1.0,100.0,50.0,41.6,98.2,66.1,174.1,73.8,61000.0,64.0,90.0,90.0,61000.0,61000.0,13.0,0.0,40.884241,-73.897662,208.0,11.0,279.0
6794110.0,22809.0,2017.0,1.0,100.0,50.0,60.7,118.1,50.8,113.4,73.8,22809.0,13.0,90.0,90.0,29309.0,29309.0,8.0,0.0,40.882521,-73.908597,208.0,11.0,285.0
6800254.0,45000.0,1923.0,1.0,100.0,50.0,60.6,142.0,58.3,186.6,73.8,45000.0,59.0,80.0,90.0,45000.0,45000.0,16.0,0.0,40.884692,-73.899249,208.0,11.0,283.0
6932708.0,30000.0,2000.0,1.0,100.0,50.0,64.5,103.7,118.2,115.5,73.8,30000.0,23.0,90.0,90.0,30000.0,30000.0,4.0,0.0,40.877468,-73.840654,212.0,12.0,358.0
4413827.0,106000.0,1926.0,1.0,95.0,50.0,45.5,102.4,122.0,324.7,73.8,106000.0,85.0,90.0,90.0,106000.0,106000.0,13.0,0.0,40.872092,-73.899741,208.0,14.0,26702.0
6275321.0,41600.0,1928.0,1.0,90.0,50.0,81.9,116.5,158.4,196.0,73.8,41600.0,49.0,90.0,90.0,41600.0,41600.0,10.0,0.0,40.874195,-73.880339,207.0,11.0,419.0
6372628.0,82100.0,2018.0,1.0,100.0,50.0,114.0,171.6,368.8,624.2,73.8,82100.0,73.0,100.0,100.0,100000.0,105600.0,6.0,0.0,40.837938,-73.886812,203.0,17.0,161.0
2533060.0,406180.0,2007.0,1.0,100.0,50.0,67.3,111.2,2135.5,1665.3,73.8,406180.0,274.0,50.0,100.0,410656.0,435730.0,6.0,0.0,40.776007,-73.989721,107.0,6.0,151.0
2533063.0,110750.0,2009.0,1.0,100.0,50.0,55.0,115.6,544.2,418.2,73.8,110750.0,58.0,20.0,20.0,116011.0,116011.0,5.0,0.0,40.777024,-73.951813,108.0,5.0,14601.0
2533065.0,316300.0,2010.0,1.0,100.0,50.0,58.9,114.9,3127.8,2282.1,73.8,316300.0,190.0,100.0,100.0,561037.0,561037.0,4.0,0.0,40.750038,-73.983409,105.0,4.0,84.0
2533066.0,653938.0,2009.0,1.0,100.0,50.0,66.6,118.6,2858.3,2706.9,73.8,653938.0,270.0,90.0,100.0,658475.0,708392.0,4.0,0.0,40.775485,-73.99023,107.0,6.0,151.0
2544337.0,159887.0,2009.0,1.0,100.0,50.0,68.8,128.0,611.0,689.8,73.8,159887.0,123.0,100.0,100.0,159887.0,183474.0,5.0,0.0,40.71708,-73.963962,301.0,33.0,555.0
2553895.0,40339.0,2008.0,1.0,100.0,50.0,53.7,112.2,154.4,141.7,73.8,40339.0,35.0,100.0,100.0,40339.0,40339.0,5.0,0.0,40.741525,-73.995359,104.0,3.0,87.0
2553898.0,75367.0,1912.0,1.0,100.0,50.0,84.0,120.3,300.8,372.0,73.8,75367.0,41.0,90.0,100.0,76807.0,76807.0,5.0,0.0,40.78868,-73.977993,107.0,6.0,171.0
2564620.0,38013.0,1963.0,1.0,100.0,50.0,68.4,118.1,324.0,209.7,73.8,38013.0,17.0,100.0,100.0,50175.0,50175.0,6.0,0.0,40.738725,-73.994129,105.0,3.0,54.0
2564636.0,113456.0,2007.0,1.0,100.0,50.0,52.0,115.5,399.6,425.2,73.8,113456.0,77.0,100.0,100.0,115160.0,115160.0,5.0,0.0,40.732818,-73.987537,103.0,2.0,42.0
2564681.0,35180.0,2005.0,1.0,100.0,50.0,61.2,118.1,238.3,142.9,73.8,35180.0,7.0,100.0,100.0,36755.0,36755.0,6.0,0.0,40.787609,-73.955041,111.0,4.0,16002.0
2564688.0,62857.0,1951.0,1.0,100.0,50.0,56.6,118.1,449.7,250.4,73.8,62857.0,10.0,100.0,100.0,62857.0,62857.0,5.0,0.0,40.767925,-73.970339,108.0,4.0,122.0
2564772.0,73109.0,2005.0,1.0,100.0,50.0,64.4,113.0,396.9,341.6,73.8,73109.0,38.0,100.0,100.0,78424.0,78424.0,5.0,0.0,40.75999,-73.966928,106.0,4.0,108.0
2564808.0,27040.0,1931.0,1.0,100.0,50.0,84.5,118.1,152.6,168.9,73.8,27040.0,15.0,90.0,90.0,27040.0,27040.0,5.0,0.0,40.775292,-73.960754,108.0,4.0,140.0
2617088.0,155597.0,1913.0,1.0,100.0,50.0,62.0,116.0,662.9,647.1,73.8,155597.0,124.0,90.0,100.0,166217.0,166217.0,6.0,0.0,40.738464,-73.987641,105.0,2.0,52.0
2658916.0,135180.0,1988.0,1.0,100.0,50.0,75.6,142.6,840.4,887.2,73.8,135180.0,173.0,100.0,100.0,169384.0,169384.0,7.0,0.0,40.753551,-73.971226,106.0,4.0,90.0
2659110.0,53558.0,1928.0,1.0,100.0,50.0,75.7,100.6,227.4,298.3,73.8,53558.0,35.0,90.0,100.0,50463.0,53558.0,7.0,0.0,40.774528,-73.977933,107.0,6.0,153.0
2659175.0,73309.0,1904.0,1.0,100.0,50.0,80.1,106.6,289.8,437.4,73.8,73309.0,29.0,100.0,100.0,73309.0,73309.0,7.0,0.0,40.773491,-73.979348,107.0,6.0,153.0
2659181.0,66034.0,1966.0,1.0,100.0,50.0,72.5,105.6,304.9,297.8,73.8,66034.0,63.0,90.0,100.0,70909.0,70909.0,6.0,0.0,40.758313,-73.959991,106.0,5.0,10601.0
2659184.0,107991.0,1924.0,1.0,100.0,50.0,80.3,109.0,557.3,642.7,73.8,107991.0,50.0,80.0,100.0,108591.0,108591.0,7.0,0.0,40.783828,-73.982035,107.0,6.0,167.0
2659210.0,83593.0,1955.0,1.0,100.0,50.0,71.3,106.7,253.9,351.4,73.8,83593.0,75.0,90.0,100.0,84403.0,84403.0,5.0,0.0,40.694482,-73.995943,302.0,33.0,501.0
2659270.0,64241.0,1939.0,1.0,100.0,50.0,66.9,114.8,130.1,274.3,73.8,64241.0,68.0,90.0,100.0,67241.0,67241.0,6.0,0.0,40.780607,-73.956139,108.0,4.0,14802.0
2659307.0,105660.0,1910.0,1.0,100.0,50.0,80.3,119.9,605.0,689.4,73.8,105660.0,52.0,90.0,100.0,116660.0,116660.0,7.0,0.0,40.737237,-73.98854,105.0,2.0,52.0
2659355.0,65994.0,1922.0,1.0,100.0,50.0,89.9,124.9,293.8,436.6,73.8,65994.0,72.0,90.0,100.0,65994.0,65994.0,7.0,0.0,40.765982,-73.985138,104.0,3.0,139.0
2659384.0,128696.0,1928.0,1.0,100.0,50.0,78.3,117.6,656.0,616.7,73.8,128696.0,122.0,90.0,100.0,134696.0,134696.0,8.0,0.0,40.759469,-73.961633,106.0,5.0,10601.0
2659441.0,132078.0,1907.0,1.0,100.0,50.0,60.1,90.3,702.7,636.8,73.8,132078.0,72.0,90.0,100.0,143562.0,143562.0,7.0,0.0,40.765995,-73.979459,105.0,4.0,137.0
2659473.0,178625.0,1926.0,1.0,100.0,50.0,81.4,113.2,520.3,830.7,73.8,178625.0,86.0,90.0,100.0,178625.0,178625.0,7.0,0.0,40.796861,-73.972027,107.0,6.0,187.0
2659477.0,147725.0,1910.0,1.0,100.0,50.0,72.7,112.2,773.7,793.5,73.8,147725.0,37.0,90.0,100.0,147725.0,147725.0,5.0,0.0,40.774191,-73.977449,107.0,6.0,153.0
2659481.0,223312.0,1929.0,1.0,100.0,50.0,80.8,112.8,943.6,1367.0,73.8,223312.0,92.0,90.0,100.0,229312.0,229312.0,7.0,0.0,40.77438,-73.977312,107.0,6.0,153.0
2659850.0,274340.0,1958.0,1.0,100.0,50.0,93.4,114.2,769.8,1809.9,73.8,274340.0,183.0,90.0,100.0,291500.0,309000.0,4.0,0.0,40.770135,-73.961497,108.0,4.0,128.0
2659870.0,219862.0,1963.0,1.0,100.0,50.0,67.9,128.6,1254.8,1069.7,73.8,219862.0,173.0,100.0,100.0,227348.0,233848.0,6.0,0.0,40.75818,-73.964676,106.0,5.0,108.0
2659884.0,67264.0,1924.0,1.0,100.0,50.0,86.7,114.1,380.9,467.0,73.8,67264.0,68.0,90.0,100.0,73264.0,73264.0,7.0,0.0,40.747616,-73.978645,106.0,4.0,80.0
2659983.0,105583.0,1940.0,1.0,100.0,50.0,84.1,102.7,452.9,494.5,73.8,105583.0,86.0,90.0,100.0,105583.0,105583.0,6.0,0.0,40.602963,-73.990914,311.0,47.0,296.0
2659986.0,100333.0,1946.0,1.0,100.0,50.0,86.8,105.6,399.5,479.7,73.8,100333.0,76.0,90.0,100.0,100333.0,100333.0,5.0,0.0,40.603758,-73.952654,315.0,48.0,560.0
2659991.0,67272.0,1944.0,1.0,100.0,50.0,84.3,108.8,340.2,317.4,73.8,67272.0,60.0,90.0,100.0,67272.0,76624.0,5.0,0.0,40.650826,-73.96194,314.0,40.0,50801.0
2659993.0,59200.0,1960.0,1.0,100.0,50.0,80.9,102.6,349.6,268.7,73.8,59200.0,62.0,90.0,100.0,59200.0,59200.0,7.0,0.0,40.714815,-73.768024,412.0,23.0,482.0
